model,context_length,reasoning_hop,needle_id,character,depth,combined_accuracy,answer_accuracy,evidence_accuracy
Claude Sonnet 4.5,350000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,350000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,350000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0402Inv,Yuki,67,0.0,0.0,100.0
Claude Sonnet 4.5,350000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0405,Stuart,0,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,350000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,350000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402,Yuki,33,0.0,0.0,100.0
Claude Sonnet 4.5,400000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405,Stuart,33,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,400000,onehop,0405Inv,Stuart,67,0.0,100.0,0.0
Claude Sonnet 4.5,400000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,400000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,400000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0405,Stuart,33,33.33,33.33,66.67
Claude Sonnet 4.5,400000,twohop,0405,Stuart,67,0.0,100.0,0.0
Claude Sonnet 4.5,400000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,400000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,400000,twohop,0405Inv,Stuart,67,0.0,100.0,0.0
Claude Sonnet 4.5,400000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0405,Stuart,33,0.0,100.0,0.0
Claude Sonnet 4.5,450000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,onehop,0405Inv,Stuart,33,0.0,100.0,0.0
Claude Sonnet 4.5,450000,onehop,0405Inv,Stuart,67,0.0,0.0,100.0
Claude Sonnet 4.5,450000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,450000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,450000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,450000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0405,Stuart,33,0.0,100.0,0.0
Claude Sonnet 4.5,450000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,450000,twohop,0405Inv,Stuart,33,0.0,0.0,100.0
Claude Sonnet 4.5,450000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,450000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402Inv,Yuki,33,0.0,100.0,0.0
Claude Sonnet 4.5,500000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,onehop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,500000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,500000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,twohop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,600000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,600000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0405,Stuart,33,0.0,100.0,0.0
Claude Sonnet 4.5,650000,onehop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,650000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,650000,onehop,0405Inv,Stuart,100,0.0,100.0,0.0
Claude Sonnet 4.5,650000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0402,Yuki,33,0.0,100.0,0.0
Claude Sonnet 4.5,650000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,650000,twohop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,650000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0405,Stuart,33,0.0,100.0,0.0
Claude Sonnet 4.5,650000,twohop,0405,Stuart,67,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,650000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,650000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,650000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402,Yuki,67,0.0,0.0,100.0
Claude Sonnet 4.5,700000,onehop,0402,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0402Inv,Yuki,67,0.0,100.0,0.0
Claude Sonnet 4.5,700000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,onehop,0405,Stuart,67,0.0,100.0,0.0
Claude Sonnet 4.5,700000,onehop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,onehop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,700000,onehop,0405Inv,Stuart,100,0.0,100.0,0.0
Claude Sonnet 4.5,700000,twohop,0402,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0402,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0402,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0402,Yuki,100,0.0,100.0,0.0
Claude Sonnet 4.5,700000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0402Inv,Yuki,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0402Inv,Yuki,67,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0405,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0405,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0405,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0405,Stuart,100,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Claude Sonnet 4.5,700000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Claude Sonnet 4.5,700000,twohop,0405Inv,Stuart,100,0.0,100.0,0.0
GPT-4.1,10000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,10000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,10000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,10000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,10000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,20000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,20000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,20000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405,Stuart,33,66.67,66.67,66.67
GPT-4.1,20000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405Inv,Stuart,33,66.67,66.67,66.67
GPT-4.1,20000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,20000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,30000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405Inv,Stuart,33,66.67,66.67,66.67
GPT-4.1,30000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,30000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,30000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405Inv,Stuart,33,66.67,66.67,66.67
GPT-4.1,30000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,30000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4.1,40000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405Inv,Stuart,33,66.67,66.67,66.67
GPT-4.1,40000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4.1,40000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4.1,40000,twohop,0402,Yuki,0,100.0,100.0,100.0
