model,context_length,primary_depth,secondary_depth,tn_answer,tn_primary_cited,tn_secondary_cited,tn_both,ctn_answer,ctn_primary_cited,ctn_secondary_cited,ctn_both
Gemini 2.5 Flash,950000,50,33,50.0,50.0,100.0,50.0,0.0,0.0,50.0,0.0
Gemini 2.5 Flash,950000,50,67,66.67,66.67,100.0,66.67,50.0,50.0,50.0,50.0
Gemini 2.5 Flash,950000,50,100,75.0,75.0,100.0,75.0,50.0,50.0,25.0,25.0
Gemini 2.5 Flash,1000000,50,0,0.0,0.0,33.33,0.0,0.0,0.0,25.0,0.0
Gemini 2.5 Flash,1000000,50,33,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
Gemini 2.5 Flash,1000000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,75.0,0.0
Gemini 2.5 Flash,1000000,50,100,25.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0
Gemini 3 Flash,10000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,10000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,10000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,10000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,20000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,20000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,20000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,20000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,30000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,30000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,30000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,30000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,40000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,40000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,40000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,40000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,50000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,50000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,50000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,50000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,60000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,60000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,60000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,60000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,70000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,70000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,70000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,70000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,80000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,80000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,80000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,80000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,90000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,90000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,90000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,90000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,100000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,100000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,100000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,100000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,150000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,150000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,150000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,150000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,200000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,200000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,200000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,200000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,250000,50,0,75.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,250000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,250000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,250000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,300000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,300000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,300000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,300000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,350000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,350000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,350000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,350000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,400000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,400000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,400000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,400000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,450000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,450000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,450000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,450000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,500000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,500000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,500000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,500000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,600000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,600000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,600000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,600000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,650000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,650000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,650000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,650000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,700000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,700000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,700000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,700000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,750000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,750000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,750000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,750000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,800000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,800000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,800000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,800000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,850000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,850000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,850000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0
Gemini 3 Flash,850000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,900000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,900000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,900000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,900000,50,100,100.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,950000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,950000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,950000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,950000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,1000000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,1000000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,1000000,50,67,75.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0
Gemini 3 Flash,1000000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-4.1,10000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,10000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0
GPT-4.1,10000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0
GPT-4.1,10000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0
GPT-4.1,20000,50,0,100.0,100.0,75.0,75.0,100.0,100.0,25.0,25.0
GPT-4.1,20000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0
GPT-4.1,20000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0
GPT-4.1,20000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,30000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,75.0,75.0
GPT-4.1,30000,50,33,100.0,100.0,75.0,75.0,100.0,100.0,25.0,25.0
GPT-4.1,30000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0
GPT-4.1,30000,50,100,100.0,100.0,25.0,25.0,100.0,100.0,50.0,50.0
GPT-4.1,40000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,40000,50,33,50.0,50.0,50.0,0.0,75.0,75.0,25.0,0.0
GPT-4.1,40000,50,67,75.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,40000,50,100,75.0,75.0,50.0,25.0,75.0,75.0,50.0,25.0
GPT-4.1,50000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0
GPT-4.1,50000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,50000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,50000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,60000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,60000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,75.0,75.0
GPT-4.1,60000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0
GPT-4.1,60000,50,100,100.0,100.0,75.0,75.0,100.0,100.0,50.0,50.0
GPT-4.1,70000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,70000,50,33,75.0,75.0,50.0,25.0,100.0,100.0,25.0,25.0
GPT-4.1,70000,50,67,100.0,75.0,50.0,25.0,100.0,100.0,25.0,25.0
GPT-4.1,70000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,80000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,80000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,80000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,80000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,75.0,75.0
GPT-4.1,90000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,90000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,90000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,90000,50,100,75.0,75.0,25.0,25.0,50.0,50.0,50.0,0.0
GPT-4.1,100000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0
GPT-4.1,100000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,100000,50,67,50.0,50.0,50.0,0.0,100.0,100.0,0.0,0.0
GPT-4.1,100000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,75.0,75.0
GPT-4.1,150000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0
GPT-4.1,150000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,150000,50,67,75.0,75.0,75.0,50.0,75.0,75.0,25.0,25.0
GPT-4.1,150000,50,100,75.0,75.0,50.0,25.0,75.0,75.0,50.0,25.0
GPT-4.1,200000,50,0,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4.1,200000,50,33,100.0,75.0,25.0,0.0,100.0,100.0,0.0,0.0
GPT-4.1,200000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4.1,200000,50,100,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,250000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4.1,250000,50,33,75.0,75.0,25.0,0.0,75.0,75.0,0.0,0.0
GPT-4.1,250000,50,67,75.0,75.0,50.0,25.0,100.0,100.0,0.0,0.0
GPT-4.1,250000,50,100,75.0,75.0,25.0,0.0,50.0,50.0,0.0,0.0
GPT-4.1,300000,50,0,100.0,100.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4.1,300000,50,33,75.0,75.0,25.0,0.0,50.0,50.0,50.0,25.0
GPT-4.1,300000,50,67,25.0,25.0,75.0,25.0,0.0,0.0,50.0,0.0
GPT-4.1,300000,50,100,75.0,75.0,25.0,0.0,50.0,50.0,0.0,0.0
GPT-4.1,350000,50,0,75.0,75.0,50.0,25.0,100.0,100.0,0.0,0.0
GPT-4.1,350000,50,33,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,350000,50,67,50.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0
GPT-4.1,350000,50,100,75.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4.1,400000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0
GPT-4.1,400000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4.1,400000,50,67,75.0,75.0,100.0,75.0,100.0,100.0,0.0,0.0
GPT-4.1,400000,50,100,75.0,75.0,25.0,25.0,100.0,75.0,0.0,0.0
GPT-4.1,450000,50,0,75.0,75.0,75.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,450000,50,33,75.0,50.0,50.0,0.0,100.0,100.0,75.0,75.0
GPT-4.1,450000,50,67,100.0,50.0,100.0,50.0,75.0,50.0,50.0,0.0
GPT-4.1,450000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4.1,500000,50,0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,500000,50,33,50.0,50.0,75.0,25.0,50.0,50.0,25.0,0.0
GPT-4.1,500000,50,67,100.0,75.0,50.0,50.0,100.0,100.0,50.0,50.0
GPT-4.1,500000,50,100,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4.1,600000,50,0,100.0,100.0,0.0,0.0,75.0,75.0,25.0,0.0
GPT-4.1,600000,50,33,75.0,75.0,25.0,0.0,25.0,0.0,100.0,0.0
GPT-4.1,600000,50,67,50.0,50.0,50.0,0.0,25.0,25.0,75.0,0.0
GPT-4.1,600000,50,100,75.0,75.0,50.0,25.0,75.0,75.0,25.0,0.0
GPT-4.1,650000,50,0,75.0,75.0,25.0,25.0,100.0,100.0,25.0,25.0
GPT-4.1,650000,50,33,50.0,50.0,50.0,0.0,100.0,25.0,25.0,0.0
GPT-4.1,650000,50,67,50.0,25.0,75.0,25.0,50.0,0.0,100.0,0.0
GPT-4.1,650000,50,100,100.0,100.0,25.0,25.0,75.0,50.0,0.0,0.0
GPT-4.1,700000,50,0,75.0,75.0,25.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,700000,50,33,75.0,75.0,25.0,0.0,75.0,75.0,25.0,0.0
GPT-4.1,700000,50,67,75.0,25.0,75.0,0.0,75.0,0.0,75.0,0.0
GPT-4.1,700000,50,100,75.0,75.0,50.0,25.0,50.0,50.0,50.0,0.0
GPT-4.1,750000,50,0,100.0,100.0,0.0,0.0,50.0,25.0,50.0,25.0
GPT-4.1,750000,50,33,75.0,75.0,25.0,0.0,75.0,75.0,0.0,0.0
GPT-4.1,750000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,25.0,0.0
GPT-4.1,750000,50,100,75.0,75.0,50.0,25.0,50.0,50.0,0.0,0.0
GPT-4.1,800000,50,0,100.0,100.0,0.0,0.0,75.0,75.0,25.0,0.0
GPT-4.1,800000,50,33,75.0,50.0,50.0,25.0,50.0,25.0,75.0,0.0
GPT-4.1,800000,50,67,25.0,25.0,100.0,25.0,50.0,25.0,50.0,0.0
GPT-4.1,800000,50,100,75.0,50.0,50.0,25.0,75.0,50.0,25.0,25.0
GPT-4.1,850000,50,0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,850000,50,33,25.0,25.0,75.0,0.0,50.0,25.0,25.0,0.0
GPT-4.1,850000,50,67,25.0,25.0,75.0,0.0,0.0,0.0,50.0,0.0
GPT-4.1,850000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,50.0,0.0
GPT-4.1,900000,50,0,50.0,50.0,75.0,25.0,75.0,25.0,25.0,0.0
GPT-4.1,900000,50,33,75.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4.1,900000,50,67,50.0,50.0,50.0,0.0,25.0,0.0,100.0,0.0
GPT-4.1,900000,50,100,50.0,50.0,25.0,0.0,50.0,50.0,25.0,0.0
GPT-4.1,950000,50,0,50.0,50.0,100.0,50.0,100.0,100.0,0.0,0.0
GPT-4.1,950000,50,33,50.0,50.0,50.0,0.0,25.0,0.0,50.0,0.0
GPT-4.1,950000,50,67,75.0,75.0,25.0,0.0,50.0,0.0,25.0,0.0
GPT-4.1,950000,50,100,75.0,75.0,50.0,25.0,50.0,25.0,25.0,0.0
GPT-4.1,1000000,50,0,0.0,0.0,75.0,0.0,25.0,25.0,75.0,0.0
GPT-4.1,1000000,50,33,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4.1,1000000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4.1,1000000,50,100,25.0,25.0,75.0,0.0,0.0,0.0,100.0,0.0
GPT-4o,10000,50,0,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,10000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,50.0,50.0
GPT-4o,10000,50,67,100.0,100.0,33.33,33.33,50.0,50.0,50.0,0.0
GPT-4o,10000,50,100,100.0,100.0,0.0,0.0,66.67,66.67,0.0,0.0
GPT-4o,20000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0
GPT-4o,20000,50,33,100.0,100.0,50.0,50.0,75.0,75.0,25.0,0.0
GPT-4o,20000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4o,20000,50,100,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,67,100.0,100.0,25.0,25.0,33.33,33.33,0.0,0.0
GPT-4o,30000,50,100,100.0,100.0,0.0,0.0,66.67,66.67,0.0,0.0
GPT-4o,40000,50,0,75.0,75.0,0.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,40000,50,33,50.0,50.0,25.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,40000,50,67,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,40000,50,100,75.0,75.0,50.0,25.0,66.67,66.67,0.0,0.0
GPT-4o,50000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,50000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4o,50000,50,67,75.0,75.0,25.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,50000,50,100,100.0,100.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,60000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,60000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,60000,50,67,100.0,100.0,25.0,25.0,75.0,75.0,0.0,0.0
GPT-4o,60000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,70000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,70000,50,33,75.0,75.0,25.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,70000,50,67,75.0,75.0,50.0,25.0,75.0,75.0,50.0,25.0
GPT-4o,70000,50,100,66.67,66.67,66.67,33.33,75.0,75.0,0.0,0.0
GPT-4o,80000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,80000,50,33,100.0,100.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,80000,50,67,100.0,100.0,25.0,25.0,75.0,75.0,0.0,0.0
GPT-4o,80000,50,100,75.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,90000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,50.0,50.0
GPT-4o,90000,50,33,50.0,50.0,50.0,0.0,50.0,50.0,25.0,25.0
GPT-4o,90000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,90000,50,100,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0
GPT-4o,100000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,50.0,50.0
GPT-4o,100000,50,33,50.0,50.0,25.0,0.0,75.0,75.0,50.0,25.0
GPT-4o,100000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4o,100000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,150000,50,0,75.0,75.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,150000,50,33,50.0,50.0,25.0,0.0,0.0,0.0,75.0,0.0
GPT-4o,150000,50,67,75.0,75.0,50.0,25.0,66.67,66.67,0.0,0.0
GPT-4o,150000,50,100,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,200000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,200000,50,33,75.0,75.0,25.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,200000,50,67,75.0,75.0,25.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,200000,50,100,66.67,66.67,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,250000,50,0,75.0,75.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,250000,50,33,50.0,50.0,25.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,250000,50,67,75.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,250000,50,100,66.67,66.67,0.0,0.0,75.0,50.0,0.0,0.0
GPT-4o,300000,50,0,25.0,25.0,25.0,0.0,50.0,50.0,75.0,50.0
GPT-4o,300000,50,33,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,300000,50,67,50.0,50.0,25.0,0.0,25.0,25.0,0.0,0.0
GPT-4o,300000,50,100,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0
GPT-4o,350000,50,0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
GPT-4o,350000,50,33,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,350000,50,67,50.0,50.0,25.0,0.0,50.0,0.0,0.0,0.0
GPT-4o,350000,50,100,0.0,0.0,50.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,400000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,400000,50,33,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,400000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,400000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,450000,50,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4o,450000,50,33,50.0,25.0,50.0,0.0,25.0,0.0,50.0,0.0
